rater,pearson,spearman
1,0.21160200181209063,0.19277412097414862
2,0.2062983282582377,0.1742649908936549
3,0.4018723763171691,0.36155074139703963
4,0.22643572264613082,0.22202960561515853
5,0.4099788806575432,0.43516249702698057
6,0.2922091130828013,0.16493365558258763
7,0.12638606470830205,0.11124957811009517
8,0.29210185351839446,0.2496234854266889
9,0.04979116426100726,0.07899855796413113
10,0.37896506443591815,0.34417173503166654
11,0.2505913459438614,0.19125288804047036
12,0.4911615530790432,0.4566359269308913
13,-0.06072662585216,-0.08463815995610838
14,0.2526487908137879,0.3143463989657452
15,0.2661273011807528,0.229651014191451
16,-0.2241637452532873,-0.2583999610380112
17,0.42861626028195393,0.43195627999478764
18,0.0324515552200238,0.0178632347776928
19,0.2705537554086276,0.2132058572962914
20,-0.15305747844273754,-0.16137721179304396
21,0.3108006235188893,0.31530661221277584
22,-0.04022877304141365,-0.012537285384306615
23,-0.14276955159636087,-0.19265138201121598
24,0.487520161008946,0.4962668972741824
25,0.1366635222975355,0.13784974011979417
26,0.5457026360388221,0.4987180295025989
27,0.14854176105841493,0.08307554531633964
28,0.20719764348321817,0.18401999089044516
29,0.35665662644858936,0.3808696828375609
30,0.4117980976797754,0.4318590136202302
31,0.4252630265090477,0.41720500698648805
32,0.2126539821282669,0.2664839373725045
33,0.5543773367285314,0.49733673729255634
34,0.18886112593556798,0.1392229241587288
35,0.39540903585813647,0.37684261661512963
36,0.3309253423792749,0.36689195145004977
37,0.2889661985789341,0.2688308738684062
38,0.26798942620768523,0.1509844608808194
39,0.44701352061471755,0.3944573162375016
40,0.18337426848701133,0.22328601743829624
41,0.20835583407435093,0.16949315711094898
42,0.08567186814918419,0.04724716884377059
43,0.13987210545410653,0.20176339083054767
44,0.4906537978835189,0.45048584491993654
45,0.4540275393753249,0.44903092866487027
46,0.3132105136992989,0.23605815299377517
