rater,pearson,spearman
1,0.20509167343837204,0.19350346338903054
2,0.024651451029870982,0.09465272853796795
3,0.2629221600719671,0.2960563887632562
4,-0.10906758096500682,-0.05921137859983722
5,-0.04954978318784921,-0.017008665179091075
6,-0.004471266677951571,-0.04290832162030799
7,,
8,0.0019488154697219588,-0.010649725048622641
9,0.12657686396577886,0.0787513139195671
10,0.1427566107001973,0.15475368895878905
11,0.05835068514016164,0.07753213597916406
12,0.25056737545456664,0.23784309926459105
13,0.11233542931108373,0.08097044948788268
14,0.3391230395693862,0.3870622522156776
15,0.2613199800501511,0.2946581545582241
16,0.056638626404641595,0.15133183375669115
17,0.23500048000874782,0.35247944799771197
18,0.03651607780738288,0.017519111103372086
19,-0.06944384235563285,-0.05796053582560185
20,0.3219730324803225,0.3085424822250489
21,0.1814563859197974,0.20434302853433547
22,0.22286169370308778,0.22467450663251395
23,0.1317774488169366,0.20210013457264345
24,-0.23954558958152067,-0.23675856289843272
25,0.11623843169268416,0.09756999019987231
26,-0.13472194296348583,-0.09399560475882855
27,0.025777151945101245,0.057089258738792704
28,0.10908925508752984,0.13586067607967398
29,-0.15464475243246717,-0.17720541202125278
30,-0.07204054015908969,-0.10139252432432512
31,0.11370287239121445,0.03835659821262872
32,0.2802682995674925,0.32650270807240994
33,0.07070467897244642,0.042942898686685056
34,-0.014307390418490516,0.014209566293680849
35,0.17089654657784095,0.14704038132705496
36,0.01454739421277796,-0.02358864907023608
37,-0.04558527812074137,0.03000232099249452
38,0.08810044891480809,0.10733670532976905
39,0.24727543847009723,0.26834007437728796
40,-0.060842261480312,-0.013494153300405156
41,0.29888403129950025,0.3166478994351327
42,0.17251602395250787,0.12321108302831188
43,-0.22205973077770869,-0.18727817780653172
44,-0.028554481195934067,0.03280905404598243
45,0.2184076551406453,0.18148983892455203
46,-0.15356800697526635,-0.07259198595583095
47,0.16234125632688795,0.10700416294174435
48,,
49,,
