rater,pearson,spearman
1,0.2116020018120906,0.19277412097414862
2,0.20629832825823777,0.1742649908936549
3,0.401872376317169,0.36155074139703963
4,0.22643572264613082,0.22202960561515853
5,0.4099788806575432,0.43516249702698057
6,0.2922091130828012,0.16493365558258763
7,0.126386064708302,0.11124957811009517
8,0.29210185351839457,0.2496234854266889
9,0.04979116426100728,0.07899855796413113
10,0.37896506443591804,0.34417173503166654
11,0.25059134594386145,0.19125288804047036
12,0.49116155307904313,0.4566359269308913
13,-0.06072662585216,-0.08463815995610838
14,0.2526487908137876,0.3143463989657452
15,0.2661273011807528,0.229651014191451
16,-0.22416374525328736,-0.2583999610380112
17,0.42861626028195393,0.43195627999478764
18,0.032451555220023756,0.0178632347776928
19,0.2705537554086276,0.2132058572962914
20,-0.15305747844273754,-0.16137721179304396
21,0.3108006235188893,0.31530661221277584
22,-0.04022877304141366,-0.012537285384306615
23,-0.1427695515963609,-0.19265138201121598
24,0.48752016100894596,0.4962668972741824
25,0.13666352229753548,0.13784974011979417
26,0.5457026360388222,0.4987180295025989
27,0.1485417610584149,0.08307554531633964
28,0.20719764348321817,0.18401999089044516
29,0.3566566264485893,0.3808696828375609
30,0.4117980976797754,0.4318590136202302
31,0.42526302650904774,0.41720500698648805
32,0.2126539821282669,0.2664839373725045
33,0.5543773367285314,0.49733673729255634
34,0.18886112593556803,0.1392229241587288
35,0.39540903585813647,0.37684261661512963
36,0.330925342379275,0.36689195145004977
37,0.28896619857893413,0.2688308738684062
38,0.2679894262076853,0.1509844608808194
39,0.4470135206147175,0.3944573162375016
40,0.18337426848701122,0.22328601743829624
41,0.20835583407435096,0.16949315711094898
42,0.08567186814918427,0.04724716884377059
43,0.1398721054541065,0.20176339083054767
44,0.4906537978835189,0.45048584491993654
45,0.454027539375325,0.44903092866487027
46,0.313210513699299,0.23605815299377517
