rater,pearson,spearman
1,0.2050916734383718,0.19350346338903054
2,0.024651451029871166,0.09465272853796795
3,0.2629221600719673,0.2960563887632562
4,-0.10906758096500695,-0.05921137859983722
5,-0.04954978318784918,-0.017008665179091075
6,-0.004471266677951551,-0.04290832162030799
7,,
8,0.001948815469721539,-0.010649725048622641
9,0.1265768639657794,0.0787513139195671
10,0.14275661070019785,0.15475368895878905
11,0.058350685140161715,0.07753213597916406
12,0.2505673754545667,0.23784309926459105
13,0.1123354293110832,0.08097044948788268
14,0.3391230395693861,0.3870622522156776
15,0.26131998005015167,0.2946581545582241
16,0.056638626404641484,0.15133183375669115
17,0.23500048000874763,0.35247944799771197
18,0.036516077807382974,0.017519111103372086
19,-0.06944384235563282,-0.05796053582560185
20,0.32197303248032255,0.3085424822250489
21,0.18145638591979735,0.20434302853433547
22,0.22286169370308762,0.22467450663251395
23,0.1317774488169369,0.20210013457264345
24,-0.23954558958152056,-0.23675856289843272
25,0.1162384316926843,0.09756999019987231
26,-0.13472194296348586,-0.09399560475882855
27,0.025777151945101114,0.057089258738792704
28,0.10908925508752969,0.13586067607967398
29,-0.1546447524324672,-0.17720541202125278
30,-0.07204054015908959,-0.10139252432432512
31,0.11370287239121427,0.03835659821262872
32,0.2802682995674923,0.32650270807240994
33,0.07070467897244648,0.042942898686685056
34,-0.014307390418490697,0.014209566293680849
35,0.1708965465778412,0.14704038132705496
36,0.014547394212777898,-0.02358864907023608
37,-0.04558527812074137,0.03000232099249452
38,0.08810044891480778,0.10733670532976905
39,0.24727543847009736,0.26834007437728796
40,-0.06084226148031208,-0.013494153300405156
41,0.29888403129950025,0.3166478994351327
42,0.17251602395250787,0.12321108302831188
43,-0.2220597307777083,-0.18727817780653172
44,-0.028554481195934008,0.03280905404598243
45,0.21840765514064509,0.18148983892455203
46,-0.15356800697526654,-0.07259198595583095
47,0.16234125632688795,0.10700416294174435
48,,
49,,
