rater,pearson,spearman
1,0.09781299810187388,0.12163547242939059
2,0.021618062357536022,-0.03535023369480828
3,0.20338995667275966,0.20919185592008768
4,-0.22878629315291202,-0.15969965486293466
5,-0.21363888692858654,-0.12957410301482328
6,-0.0020540788153393177,-0.1169775708954669
7,,
8,0.08890061258563121,0.06185669315806207
9,-0.033884182842811555,-0.1309752865117976
10,0.06681290139228396,0.01678646891931565
11,-0.07470544261844059,-0.11529707165337669
12,0.2689911604360666,0.24553688348562389
13,-0.03972252107005124,-0.07935104049812503
14,0.4800432956272414,0.49343008467699473
15,0.32801129725173567,0.2979034095738924
16,0.09799376523229465,0.089298658839039
17,0.24615217655299784,0.37747229875832383
18,-0.1582354095249618,-0.26289754700060264
19,0.06552577045935258,0.0882294249227941
20,0.4143160562722449,0.30157231137500223
21,0.08222785932390538,0.16355067022617523
22,0.2846730969227515,0.2509755724729546
23,-0.04182809275146046,0.03673542002634417
24,-0.18624742679048512,-0.1932959044231272
25,0.08997495667225512,0.1279434730248043
26,-0.030361387239540696,-0.034647409867010884
27,0.03572394498057274,0.09527847076756642
28,-0.012953823453077634,0.0635849965781794
29,-0.1153202356162547,-0.08152214419120267
30,0.0311795280641849,0.10620493546246822
31,0.006272730218776418,-0.037296047109975396
32,-0.03313751545571761,0.10624556745473664
33,-0.12599604449330265,-0.11445955243820141
34,-0.10074409882015806,-0.12617210226529066
35,0.24049829949603374,0.18499705811170733
36,0.00029820790414112827,-0.053059899513543375
37,-0.0424659297414727,-0.0510160923759016
38,0.11907734846968655,0.09415212531729487
39,0.20985335144912806,0.1840187940738888
40,0.04257438666203353,0.035540156840573246
41,0.29448406854086207,0.30891935544540783
42,0.08501178044150522,0.12352847376254249
43,-0.20900794374229578,-0.18408061103797743
44,-0.08339502939192173,-0.1460550683628708
45,0.10015545115416444,0.012334260897785087
46,0.024568558401332735,0.01602106234946041
47,0.20377757498188068,0.19455809001543203
48,,
49,,
